1566489600,0.2,0.21998,0.19889,0.21998,28830.88975067,52
1566493200,0.20168,0.21998,0.2015,0.20215,64163.98738534,74
1566496800,0.20215,0.20608,0.20005,0.201,22495.57106178,25
1566500400,0.20091,0.20114,0.19982,0.19998,24774.60839525,53
1566504000,0.20169,0.20218,0.2,0.2,4104.57657655,12
1566507600,0.19859,0.19921,0.198,0.198,9576.79747043,16
1566511200,0.20396,0.20396,0.19927,0.19927,3564.04332686,7
1566514800,0.19851,0.20072,0.19851,0.20046,9375.4001001,9
1566518400,0.199,0.199,0.19844,0.19878,4160.98799251,6
1566522000,0.20042,0.22,0.1973,0.19959,32079.90181561,41
1566525600,0.19766,0.19766,0.1951,0.1951,19833.61788998,14
1566529200,0.1951,0.1951,0.195,0.195,14244.16111002,20
1566532800,0.194,0.194,0.19273,0.19273,16906.65311,7
1566540000,0.19659,0.19685,0.19578,0.19578,138.18212593,4
1566543600,0.19663,0.19663,0.19493,0.19493,4011.18048455,10
1566547200,0.20473,0.20473,0.19493,0.19493,3118,7
1566550800,0.20468,0.20468,0.19508,0.19732,1270.65096935,3
1566554400,0.19732,0.19732,0.1936,0.1936,1564.08661811,4
1566558000,0.1935,0.19356,0.19315,0.19356,3331.6735202,13
1566561600,0.19273,0.1975,0.19273,0.1975,3843.98501103,7
1566565200,0.2,0.2,0.1975,0.2,120.56136238,4
1566568800,0.2,0.2249,0.2,0.2249,8009.43863762,21
1566572400,0.20075,0.20499,0.197,0.197,29260.12499999,39
1566576000,0.203,0.20499,0.19585,0.20499,3412.45645644,13
1566579600,0.19598,0.19963,0.19598,0.19963,660.36560538,2
1566583200,0.19738,0.19738,0.19738,0.19738,203.58090992,1
1566586800,0.19824,0.19824,0.19824,0.19824,7.5E+2,2
1566590400,0.2,0.202,0.1998,0.1998,2550.05005004,4
1566594000,0.20119,0.21,0.20011,0.20357,63114.31299132,36
1566597600,0.20225,0.20225,0.19987,0.20215,10338.13042443,14
1566604800,0.20342,0.20345,0.20342,0.20345,1983.97391775,3
1566608400,0.20385,0.20388,0.20369,0.20369,3690.79757589,7
1566612000,0.2134,0.2134,0.20271,0.20277,3898.88993259,7
1566619200,0.20395,0.20395,0.20395,0.20395,1.5E+2,1
1566622800,0.20233,0.20233,0.20233,0.20233,2467.1864206,1
1566626400,0.19907,0.19907,0.19907,0.19907,278.6751051,1
1566633600,0.19915,0.19915,0.19733,0.19734,1604.665005,4
1566637200,0.197,0.20299,0.1949,0.20299,46266.37290714,62
1566640800,0.19545,0.19545,0.19535,0.19535,1584.60704128,3
1566644400,0.19508,0.19654,0.19508,0.19654,2568.7013008,5
1566648000,0.1978,0.1978,0.1952,0.19546,5202.94209338,8
1566651600,0.19613,0.19613,0.19528,0.19528,553.59026206,5
1566655200,0.19841,0.20013,0.19841,0.20013,7502.9137,4
1566658800,0.20029,0.20096,0.20024,0.20024,17195.82702756,5
1566662400,0.19869,0.20287,0.19869,0.20287,119,2
1566666000,0.20365,0.20365,0.20136,0.20141,74194.10830132,51
1566669600,0.2018,0.20361,0.2016,0.2033,45859.84999995,21
1566673200,0.20328,0.20784,0.20315,0.20315,35928.22864242,27
